Pros_No,married,own_home,household_size,income,age,zip_code
4033,1,1,2,65,57,7728
4034,1,1,4,35,40,21030
4035,1,0,4,40,45,22192
4036,0,1,2,165,44,21794
4037,1,1,3,140,60,20111
4038,1,1,2,35,71,8360
4039,0,0,2,150,46,22911
4040,0,1,2,35,67,8753
4041,1,1,2,145,49,22901
4042,1,1,1,175,59,8534
4043,0,1,2,105,57,19010
4044,0,1,2,35,84,19083
4045,1,1,3,70,34,20147
4046,0,1,1,35,37,22301
4047,1,1,2,35,42,21015
4048,1,1,3,40,66,8003
4049,1,1,3,75,49,21224
4050,0,1,3,35,57,20147
4051,1,1,3,65,61,20715
4052,0,1,3,35,80,23185
4053,0,1,1,35,35,22030
4054,1,1,2,50,67,20901
4055,0,1,2,100,75,8075
4056,1,1,2,90,51,20895
4057,1,1,2,80,86,21229
4058,1,1,2,35,49,20015
4059,0,1,3,35,52,21207
4060,0,1,1,35,51,22101
4061,0,0,2,35,40,22031
4062,1,1,4,35,44,21054
4063,0,1,6,35,46,22003
4064,0,1,1,100,55,8077
4065,0,1,2,50,68,8753
4066,0,1,4,55,52,21012
4067,1,0,1,35,34,22201
4068,0,1,1,35,73,19047
4069,1,1,4,70,44,21771
4070,1,0,1,35,32,21236
4071,1,1,6,100,41,21015
4072,1,1,2,35,57,21204
4073,0,1,1,90,53,20905
4074,0,1,2,35,66,20770
4075,0,1,4,125,40,22192
4076,0,1,3,175,59,21212
4077,0,1,5,35,59,21093
4078,1,1,6,155,47,21108
4079,0,1,5,35,53,19087
4080,1,1,1,130,61,19103
4081,0,1,1,50,81,22407
4082,0,1,2,95,56,21075
4083,0,1,1,45,46,22101
4084,1,1,4,100,52,21702
4085,0,1,1,35,50,19002
4086,1,1,2,35,38,20715
4087,1,1,4,110,65,18901
4088,1,1,1,35,32,8534
4089,1,1,3,35,80,8205
4090,1,1,1,170,55,20855
4091,0,1,2,35,80,22309
4092,1,1,4,50,44,8723
4093,0,1,2,60,34,20171
4094,1,1,5,95,61,20814
4095,1,1,5,45,55,8244
4096,0,1,1,35,51,22003
4097,1,1,5,35,35,20832
4098,0,1,3,35,53,19111
4099,1,1,2,50,50,8053
4100,1,1,5,35,58,20171
4101,1,1,4,35,54,19136
4102,1,1,2,35,65,22152
4103,0,0,1,35,40,19103
4104,1,1,7,35,35,8701
4105,1,1,1,75,54,22102
4106,0,1,1,35,58,22312
4107,1,1,3,35,34,21244
4108,0,1,1,45,35,20109
4109,1,1,2,120,76,19087
4110,1,1,2,115,48,22554
4111,1,1,3,85,50,8088
4112,0,1,6,35,42,8054
4113,1,1,3,35,47,20175
4114,0,1,2,35,63,8648
4115,1,1,3,120,56,19119
4116,1,1,3,35,60,19067
4117,0,1,3,75,69,20003
4118,0,1,2,50,79,20906
4119,1,1,4,175,71,21093
4120,1,1,3,35,55,8648
4121,0,0,2,40,38,20901
4122,1,1,3,35,53,20878
4123,0,1,3,35,48,18966
4124,0,1,3,160,79,8022
4125,1,1,8,35,33,19020
4126,0,1,4,35,54,20852
4127,1,1,3,35,52,8210
4128,1,1,2,35,78,8757
4129,1,1,3,35,78,19067
4130,0,1,4,35,69,22150
4131,1,1,2,60,40,8107
4132,0,1,3,70,63,8003
4133,1,1,4,60,50,22911
4134,0,1,5,60,57,21046
4135,1,1,2,35,74,8757
4136,1,1,2,35,47,21146
4137,0,0,1,35,43,22044
4138,1,1,2,35,80,22630
4139,1,1,2,35,59,8071
4140,1,1,2,105,51,21208
4141,1,1,5,50,44,8057
4142,1,1,4,35,50,22030
4143,1,1,3,35,38,20852
4144,1,1,2,175,45,8742
4145,1,1,3,140,79,22306
4146,0,0,3,105,39,20723
4147,1,1,5,60,56,22032
4148,0,1,1,75,51,20136
4149,1,1,3,35,33,8057
4150,1,0,1,80,64,8075
4151,1,1,4,35,34,20120
4152,1,1,4,175,52,22003
4153,1,1,1,95,53,22101
4154,0,1,3,125,49,19020
4155,1,0,5,50,40,22601
4156,1,1,4,35,51,21701
4157,1,1,2,35,68,21144
4158,1,1,3,35,51,22304
4159,0,0,5,35,40,20814
4160,0,1,3,95,46,21158
4161,0,0,1,85,44,8540
4162,1,1,5,70,50,8816
4163,1,1,2,35,65,22030
4164,1,1,2,85,65,19154
4165,0,1,2,90,53,8723
4166,1,1,6,55,54,20705
4167,1,1,4,175,53,22039
4168,1,1,2,105,78,19446
4169,1,1,3,145,66,20191
4170,1,1,3,35,43,8648
4171,0,1,4,140,37,22015
4172,0,1,3,115,57,20910
4173,0,1,4,35,39,20724
4174,0,1,4,115,55,19067
4175,0,1,2,70,68,8648
4176,1,1,6,35,47,20170
4177,1,1,2,70,40,8050
4178,1,1,2,35,33,21157
4179,0,1,4,35,51,20112
4180,0,1,4,35,56,8062
4181,1,0,3,35,41,21157
4182,1,0,2,175,46,22312
4183,1,1,3,95,59,22911
4184,0,1,2,115,60,20912
4185,0,1,3,60,80,19006
4186,1,1,3,35,61,8724
4187,0,1,2,55,52,20816
4188,1,1,3,175,41,21701
4189,1,1,4,35,54,21042
4190,1,1,2,60,51,22027
4191,1,1,5,140,55,18901
4192,1,1,5,35,38,21136
4193,0,1,4,35,47,21015
4194,0,1,2,35,80,8724
4195,1,1,4,35,57,19010
4196,1,1,3,35,58,24060
4197,1,1,3,35,40,20878
4198,0,1,3,150,59,20906
4199,1,1,1,85,54,20115
4200,0,1,1,110,34,20852
4201,1,1,4,45,58,20854
4202,1,1,5,35,41,8620
4203,0,1,5,35,49,8527
4204,1,1,2,35,42,22192
4205,1,1,4,45,54,21030
4206,1,1,2,35,70,22701
4207,1,1,3,110,41,21228
4208,0,1,3,35,57,19046
4209,0,1,1,175,56,20112
4210,1,1,3,35,48,8302
4211,0,0,1,175,43,20186
4212,0,1,3,35,82,22191
4213,0,1,2,35,74,23229
4214,0,1,4,35,24,19053
4215,1,1,3,145,35,20708
4216,1,1,2,100,60,20169
4217,1,1,2,40,54,24060
4218,1,1,4,90,49,19038
4219,0,1,3,85,46,20901
4220,1,1,7,35,42,20832
4221,0,1,2,35,60,20036
4222,1,1,2,35,60,21702
4223,0,1,1,35,55,20723
4224,1,1,5,35,41,21236
4225,0,0,2,35,52,22911
4226,1,0,4,40,72,19020
4227,0,1,2,35,41,21227
4228,0,0,2,40,47,22314
4229,1,1,2,65,69,22310
4230,1,1,2,40,32,22192
4231,0,1,4,100,44,22310
4232,0,1,3,135,37,22207
4233,1,1,4,35,47,21117
4234,0,1,3,35,52,8088
4235,0,0,2,35,63,8701
4236,0,1,6,105,41,8081
4237,1,1,2,175,55,21044
4238,0,1,2,35,76,8731
4239,1,1,5,175,58,19096
4240,0,1,1,35,40,22315
4241,0,1,3,75,62,21014
4242,0,1,2,35,77,8028
4243,1,1,2,60,43,8201
4244,0,1,1,35,52,8089
4245,0,1,1,150,67,20815
4246,1,0,1,35,36,20723
4247,1,1,4,175,47,23233
4248,1,1,3,35,47,20169
4249,1,1,3,160,60,19119
4250,0,1,3,80,53,21771
4251,0,1,2,50,64,21136
4252,1,1,2,175,71,8043
4253,0,1,2,165,49,20815
4254,1,1,3,150,48,19446
4255,1,1,4,35,45,8004
4256,1,1,3,175,67,22192
4257,1,1,3,35,37,8691
4258,0,1,1,65,47,21401
4259,0,1,4,70,39,21163
4260,1,1,6,45,51,18940
4261,1,1,4,100,54,22015
4262,1,1,6,35,53,8002
4263,1,1,4,35,49,22901
4264,0,1,3,60,73,8060
4265,1,1,2,175,53,22207
4266,1,1,2,110,36,21401
4267,1,1,2,45,57,8322
4268,1,1,6,105,50,21218
4269,1,1,3,35,54,22191
4270,0,1,2,35,50,20007
4271,1,1,5,60,80,20708
4272,0,0,2,35,32,22304
4273,1,1,3,35,54,8043
4274,0,1,1,155,69,22180
4275,0,1,4,110,49,20164
4276,1,1,3,80,42,20817
4277,0,0,4,80,60,20852
4278,1,1,1,115,60,21218
4279,1,1,3,100,61,8033
4280,1,1,4,35,45,8610
4281,1,1,1,65,44,22204
4282,1,1,3,35,78,8742
4283,0,1,3,50,56,8505
4284,1,1,2,35,47,8084
4285,1,1,2,35,48,21228
4286,0,0,1,35,39,22554
4287,1,1,3,175,45,20121
4288,1,1,2,35,72,22102
4289,1,1,3,35,60,18966
4290,1,1,3,55,36,22152
4291,0,1,1,35,41,20866
4292,1,1,3,175,56,22102
4293,1,1,3,35,49,22152
4294,1,1,2,165,59,20832
4295,0,0,1,75,58,20707
4296,1,1,3,70,56,18940
4297,0,1,1,35,49,23233
4298,1,1,4,105,50,8054
4299,1,1,4,35,42,20148
4300,1,1,2,35,44,22306
4301,1,1,5,90,48,20707
4302,1,1,3,70,56,22901
4303,0,1,6,35,43,20910
4304,1,1,1,35,64,20878
4305,1,1,3,175,71,8005
4306,0,1,3,35,89,20148
4307,1,0,1,95,43,22304
4308,1,1,3,35,43,21234
4309,1,1,3,35,50,20832
4310,0,1,3,105,53,8330
4311,1,1,3,35,56,22630
4312,1,1,2,35,41,20832
4313,0,1,1,55,47,22306
4314,1,1,3,35,59,20147
4315,0,1,4,80,48,21784
4316,0,1,4,35,34,8332
4317,0,1,3,35,71,21042
4318,1,1,2,40,72,22304
4319,0,1,3,35,50,21209
4320,1,1,3,50,69,21157
4321,1,1,3,35,45,20723
4322,0,1,2,75,37,21136
4323,1,1,4,35,63,22304
4324,1,1,1,35,83,19047
4325,1,1,1,35,66,22311
4326,0,1,4,45,51,19038
4327,1,1,2,35,51,20874
4328,1,1,2,90,57,21771
4329,1,1,5,35,46,21108
4330,1,1,2,50,56,8005
4331,1,1,4,100,52,8003
4332,0,1,4,35,54,22309
4333,1,1,3,35,44,22911
4334,1,1,7,75,46,20171
4335,1,1,4,65,42,22407
4336,0,1,2,35,55,20905
4337,0,1,2,35,63,21228
4338,0,0,1,60,84,20015
4339,0,1,3,175,58,21044
4340,0,1,1,55,60,19128
4341,1,0,2,35,54,20166
4342,1,1,2,45,30,20904
4343,0,1,2,35,72,20854
4344,0,1,3,175,38,8534
4345,1,1,3,35,45,19115
4346,1,1,1,35,50,19152
4347,1,1,2,150,53,19047
4348,0,1,2,40,80,21701
4349,1,0,6,35,42,22032
4350,1,0,3,175,41,22611
4351,1,1,3,45,70,21208
4352,1,1,3,175,48,20817
4353,0,1,4,35,65,8757
4354,1,1,2,55,72,22152
4355,0,1,4,35,47,18966
4356,1,1,2,35,54,18940
4357,0,1,4,40,52,19020
4358,0,1,3,40,49,8090
4359,0,1,5,160,55,21794
4360,0,1,3,35,66,24060
4361,1,1,3,85,63,21042
4362,1,1,4,75,40,8534
4363,1,1,4,175,66,21146
4364,0,1,2,35,47,20121
4365,0,1,1,175,59,8037
4366,1,1,3,35,64,8087
4367,1,1,3,95,60,22026
4368,1,1,4,145,40,21030
4369,1,1,2,130,49,20905
4370,1,1,2,35,64,8873
4371,1,1,4,35,52,23229
4372,1,1,3,50,48,20170
4373,1,1,1,150,72,20015
4374,1,1,3,35,40,22301
4375,0,1,3,70,65,23229
4376,1,1,4,55,56,8050
4377,1,1,3,175,69,21737
4378,1,1,2,140,59,22066
4379,1,1,2,35,51,22308
4380,0,1,2,70,71,20715
4381,1,1,3,175,67,21042
4382,1,1,1,85,39,21403
4383,0,1,3,35,48,21157
4384,1,1,4,175,46,22182
4385,0,1,1,35,58,22031
4386,1,1,4,35,49,20115
4387,0,1,2,35,53,8753
4388,0,1,2,120,52,22903
4389,1,1,2,120,53,21286
4390,1,1,3,35,54,21075
4391,0,1,2,175,74,8226
4392,0,1,3,70,46,22180
4393,1,1,2,115,47,8534
4394,1,1,3,55,52,20121
4395,0,1,2,135,42,20152
4396,0,1,3,35,43,20815
4397,1,1,2,60,69,23185
4398,1,1,4,80,63,21093
4399,1,1,3,35,59,22192
4400,1,1,5,80,53,21234
4401,0,1,1,165,66,20853
4402,1,0,3,35,63,21093
4403,1,1,2,50,38,22311
4404,1,1,3,175,52,22046
4405,1,1,1,35,65,20191
4406,1,0,4,35,49,8742
4407,1,1,3,35,51,18901
4408,1,1,1,35,52,21774
4409,1,1,3,35,57,21093
4410,1,1,4,70,52,22301
4411,0,1,2,75,77,23229
4412,1,1,3,35,65,22204
4413,0,1,5,45,56,21131
4414,1,1,5,55,45,8055
4415,1,0,1,35,51,20877
4416,1,1,2,35,57,20007
4417,0,0,1,35,34,8520
4418,0,1,6,55,54,20165
4419,1,1,4,80,43,22308
4420,1,1,4,175,60,22405
4421,0,1,1,35,64,22903
4422,0,1,1,55,72,19010
4423,1,1,3,35,30,8060
4424,0,1,2,35,55,21784
4425,1,1,6,55,47,20151
4426,1,1,6,90,57,21114
4427,0,1,2,35,58,8873
4428,0,1,2,120,40,20002
4429,1,1,5,85,51,8318
4430,0,1,6,45,57,22042
4431,1,1,1,35,46,7728
4432,0,1,2,35,38,20147
4433,1,1,3,95,61,22102
4434,1,1,1,85,47,19103
4435,0,1,1,80,62,20882
4436,0,1,3,35,38,22901
4437,0,0,1,35,35,22202
4438,1,1,5,35,51,22015
4439,0,1,2,45,44,22405
4440,0,1,2,50,39,20708
4441,0,0,3,35,31,20912
4442,1,1,2,35,74,20904
4443,1,1,2,35,44,20866
4444,1,1,1,55,45,21074
4445,0,1,4,35,35,8050
4446,0,1,2,80,68,20815
4447,0,1,5,35,41,21114
4448,0,1,2,85,68,23185
4449,1,1,3,35,39,22301
4450,1,1,1,55,58,8724
4451,0,1,1,65,77,20705
4452,0,0,1,40,88,22203
4453,1,1,3,35,49,8540
4454,0,1,3,40,40,20165
4455,1,1,5,175,50,21108
4456,0,1,1,65,46,22315
4457,1,1,2,35,83,8071
4458,1,1,2,35,69,22015
4459,1,1,2,70,53,22152
4460,0,1,1,175,53,8008
4461,0,1,3,70,64,8107
4462,1,1,1,105,48,21136
4463,1,1,3,155,40,8205
4464,1,1,3,105,76,22030
4465,1,0,2,170,63,22192
4466,0,1,1,35,70,21146
4467,1,1,4,35,67,21037
4468,1,1,3,45,48,20164
4469,1,1,1,100,49,22101
4470,1,1,2,35,68,8075
4471,0,1,4,35,37,19067
4472,1,1,2,90,45,19046
4473,0,1,4,35,48,20850
4474,0,1,2,70,73,22205
4475,1,1,2,115,43,22554
4476,1,1,2,95,63,20905
4477,0,1,3,75,46,23233
4478,1,1,1,35,46,21774
4479,1,1,4,165,43,21042
4480,1,1,2,175,47,22066
4481,1,1,3,35,57,21158
4482,0,1,3,35,66,20723
4483,0,1,6,130,51,20197
4484,0,1,4,35,61,20878
4485,1,1,4,170,58,20816
4486,1,1,4,55,41,20872
4487,1,1,4,65,48,21015
4488,1,1,2,90,50,20853
4489,1,1,2,70,51,21701
4490,1,1,3,75,45,23113
4491,1,1,5,50,58,8648
4492,1,1,4,90,60,8406
4493,1,1,3,175,52,8033
4494,1,1,3,45,71,8050
4495,1,1,5,35,66,19038
4496,1,1,4,105,50,8034
4497,1,1,3,35,50,8742
4498,1,1,2,75,73,23229
4499,1,1,5,175,64,21204
4500,0,0,1,45,30,22301
4501,0,1,3,35,75,22901
4502,0,1,2,175,52,22405
4503,1,1,3,80,55,8540
4504,0,1,3,35,74,20015
4505,0,1,1,35,77,8096
4506,1,1,1,85,58,8873
4507,1,1,3,50,70,19083
4508,0,1,4,175,35,21401
4509,1,1,2,35,81,8721
4510,0,1,2,35,63,19002
4511,0,1,2,65,58,20815
4512,1,1,2,50,67,21212
4513,1,0,3,140,34,19038
4514,0,1,3,150,61,8402
4515,1,1,4,120,51,8055
4516,0,0,3,110,40,20016
4517,1,1,2,105,59,22192
4518,0,1,3,35,57,21209
4519,0,1,1,65,65,8108
4520,1,1,2,60,88,8204
4521,0,1,5,35,35,20180
4522,0,1,3,35,61,21212
4523,1,1,4,175,44,8096
4524,1,1,5,35,57,8088
4525,0,1,3,50,61,8723
4526,0,1,1,40,43,20015
4527,0,0,3,125,46,22314
4528,1,1,4,35,49,19115
4529,0,1,1,85,55,21015
4530,1,1,3,175,54,20016
4531,1,1,3,35,28,22554
4532,0,0,1,35,24,20009
4533,0,1,1,40,81,19067
4534,0,1,2,65,50,21061
4535,1,1,3,35,58,21014
4536,1,1,3,35,75,21015
4537,1,1,2,75,80,20141
4538,1,1,7,55,37,20744
4539,0,1,8,35,47,20124
4540,1,1,3,60,65,19002
4541,1,1,5,95,53,21113
4542,1,1,2,35,35,22314
4543,0,1,1,35,48,21401
4544,0,1,2,135,70,19046
4545,1,1,3,35,31,22315
4546,0,0,2,35,50,21701
4547,0,1,5,35,49,20171
4548,1,1,1,120,38,22205
4549,0,1,2,60,51,21014
4550,0,1,1,125,60,20007
4551,1,1,2,35,80,8034
4552,0,1,3,35,62,21401
4553,0,1,1,70,46,20817
4554,1,1,4,35,47,8028
4555,1,1,2,150,79,19087
4556,1,1,2,35,54,19038
4557,0,0,4,35,67,8210
4558,1,1,3,35,45,21108
4559,0,1,1,35,59,21244
4560,0,1,2,115,45,22046
4561,1,1,2,115,71,8055
4562,0,1,3,60,33,20853
4563,1,1,3,35,53,20112
4564,1,1,4,80,46,21144
4565,0,1,2,35,71,8031
4566,1,1,4,90,60,19087
4567,1,0,2,80,52,19006
4568,0,1,6,35,54,22407
4569,0,1,2,35,65,20008
4570,1,1,5,35,47,20814
4571,1,1,6,90,46,19038
4572,0,1,2,35,63,8054
4573,1,1,2,55,62,8008
4574,0,1,2,175,45,22308
4575,1,1,3,55,40,8873
4576,1,1,2,35,53,20109
4577,1,1,2,50,76,22901
4578,1,1,4,35,59,21029
4579,1,1,4,80,63,21228
4580,1,0,1,35,81,20878
4581,0,1,4,55,66,8332
4582,1,1,2,65,72,20180
4583,1,1,4,35,45,20165
4584,0,1,3,145,56,19010
4585,0,1,3,35,53,19446
4586,0,1,4,35,44,21074
4587,1,1,3,35,42,21108
4588,1,1,5,35,38,21784
4589,1,1,3,35,57,8648
4590,1,1,2,175,43,8225
4591,1,1,5,35,53,23233
4592,0,1,2,35,74,24060
4593,0,1,1,35,84,19067
4594,0,1,2,160,61,19002
4595,1,1,2,45,71,21208
4596,1,1,4,35,54,21234
4597,0,1,3,90,66,21784
4598,1,1,2,90,77,8534
4599,0,1,1,35,31,21044
4600,1,1,3,35,58,22303
4601,0,1,1,35,57,20906
4602,1,1,4,85,82,19152
4603,0,1,3,65,50,20817
4604,0,1,5,35,40,7728
4605,1,1,3,35,65,20882
4606,0,1,2,35,64,21286
4607,0,0,1,35,35,20009
4608,1,1,4,40,55,8054
4609,0,1,3,35,74,21702
4610,0,1,6,75,50,22039
4611,0,1,4,40,54,23185
4612,0,1,3,55,55,21032
4613,1,1,4,95,47,8053
4614,1,0,2,90,36,19047
4615,1,1,2,45,54,21209
4616,1,1,2,175,44,20181
4617,0,1,1,50,66,20007
4618,1,1,2,70,57,22043
4619,1,1,3,35,56,8054
4620,0,1,2,85,61,21218
4621,1,0,1,105,50,22315
4622,1,1,4,60,50,21158
4623,0,1,4,35,70,8873
4624,1,1,2,35,32,20901
4625,0,1,2,35,56,21093
4626,0,1,4,55,40,20816
4627,1,1,5,45,49,19128
4628,1,1,1,35,73,20912
4629,0,1,2,85,61,20878
4630,1,1,4,35,38,20147
4631,1,1,3,55,53,20169
4632,1,1,2,35,71,8005
4633,1,1,5,135,67,8723
4634,1,1,2,60,44,19446
4635,1,1,2,75,58,8034
4636,1,1,4,125,61,20874
4637,1,1,4,110,49,20171
4638,0,1,1,75,41,19087
4639,1,1,2,35,60,21157
4640,0,1,1,35,42,8085
4641,0,1,4,160,38,19067
4642,0,1,3,55,59,8753
4643,1,1,3,35,64,7728
4644,1,1,1,35,81,19047
4645,1,1,3,35,59,22312
4646,0,1,1,45,69,21061
4647,1,1,4,35,53,21208
4648,1,1,2,50,84,20901
4649,1,1,3,35,55,20740
4650,1,1,3,35,39,8021
4651,0,1,4,45,61,22193
4652,0,1,2,35,69,21157
4653,1,1,3,35,40,20878
4654,1,1,3,80,54,21771
4655,1,1,3,35,33,8055
4656,0,1,3,40,60,8648
4657,0,1,2,35,55,8691
4658,0,1,1,70,49,22204
4659,1,1,1,35,32,21060
4660,1,1,3,35,58,19147
4661,1,1,2,175,68,21044
4662,1,1,3,175,61,22101
4663,0,1,3,35,45,21014
4664,0,1,2,55,74,8755
4665,1,1,4,75,46,21014
4666,1,1,2,65,56,21114
4667,1,1,5,45,70,20852
4668,0,1,1,40,81,21030
4669,0,1,1,35,63,20186
4670,0,1,3,165,53,22205
4671,1,0,1,110,55,8087
4672,0,1,2,60,84,19006
4673,1,1,3,175,66,22066
4674,1,1,3,100,51,19087
4675,0,1,3,60,47,8109
4676,1,0,1,165,50,8210
4677,1,1,1,90,53,22203
4678,0,1,4,35,51,22191
4679,1,1,3,175,45,21029
4680,1,1,4,35,52,8057
4681,0,0,1,35,41,20008
4682,1,1,5,35,38,21093
4683,1,1,2,35,54,21702
4684,1,1,2,40,76,20904
4685,0,1,2,35,46,22030
4686,1,1,2,60,62,22039
4687,0,1,2,35,70,8046
4688,0,1,3,130,70,8527
4689,0,1,1,45,81,21209
4690,1,1,3,105,65,22630
4691,1,1,2,75,35,21209
4692,1,1,2,125,60,19038
4693,1,1,3,60,55,20124
4694,1,1,4,35,46,20861
4695,1,1,4,175,46,19004
4696,1,1,2,175,68,20008
4697,0,0,1,35,61,21403
4698,1,0,3,75,43,20904
4699,1,1,3,115,40,8540
4700,1,1,5,35,51,22031
4701,1,1,2,65,50,22030
4702,0,1,3,175,61,21146
4703,1,1,2,75,42,20814
4704,1,1,2,35,60,20007
4705,1,1,4,175,49,19119
4706,1,1,3,35,48,21117
4707,1,1,4,35,44,8205
4708,0,1,5,35,54,19147
4709,1,1,5,35,48,7728
4710,1,1,3,175,63,21230
4711,0,1,3,35,62,8043
4712,1,1,6,40,53,20794
4713,1,1,1,105,53,8742
4714,1,1,2,35,49,19083
4715,1,1,3,35,48,22153
4716,1,1,2,35,60,21044
4717,0,1,3,35,51,8620
4718,0,1,2,110,57,8034
4719,1,1,2,175,57,22630
4720,0,1,1,75,61,22203
4721,1,1,3,170,46,23113
4722,1,1,5,145,36,21131
4723,0,1,5,35,40,22407
4724,0,1,3,35,42,8057
4725,1,1,3,35,52,8028
4726,1,1,2,175,79,24060
4727,1,1,4,55,55,20120
4728,0,1,1,45,58,19027
4729,1,0,1,50,56,21797
4730,0,0,3,35,68,22182
4731,0,1,2,50,70,20121
4732,1,1,1,120,54,22205
4733,1,1,3,35,61,8060
4734,1,1,6,50,48,21236
4735,1,1,2,175,68,8005
4736,0,0,2,35,81,21228
4737,0,1,1,40,76,21236
4738,0,0,1,70,59,21122
4739,0,1,2,35,74,21042
4740,1,1,7,125,52,21210
4741,1,1,3,175,57,8620
4742,1,1,4,35,50,21035
4743,0,1,2,60,42,20120
4744,0,1,3,35,44,8520
4745,1,1,4,85,54,20815
4746,0,1,3,35,70,20861
4747,1,1,3,55,56,8318
4748,1,0,2,35,86,21157
4749,1,1,1,45,47,20874
4750,1,1,3,35,48,22201
4751,1,1,6,65,53,20850
4752,1,1,4,175,38,22030
4753,1,1,1,175,47,21212
4754,0,1,2,90,59,21234
4755,1,1,5,35,45,22003
4756,0,1,3,45,62,20872
4757,1,1,3,35,65,22124
4758,0,1,2,55,57,8690
4759,0,1,2,65,63,22039
4760,1,1,1,35,83,20115
4761,1,1,6,50,50,8520
4762,1,1,2,75,50,21157
4763,0,1,4,35,57,22124
4764,1,1,1,50,46,22101
4765,0,1,1,175,50,22003
4766,1,1,3,35,68,22124
4767,1,1,3,60,36,19038
4768,1,0,2,35,72,22027
4769,0,1,2,35,47,21774
4770,1,1,4,35,45,20817
4771,0,1,1,110,58,22309
4772,1,1,2,175,41,18901
4773,1,1,1,175,57,22205
4774,1,1,2,55,63,8690
4775,1,1,4,45,62,19038
4776,0,1,1,50,52,20895
4777,1,1,3,95,57,8540
4778,0,0,2,35,39,22032
4779,1,1,3,175,38,21032
4780,0,1,5,35,37,21784
4781,0,1,3,175,53,20003
4782,0,1,3,55,72,21401
4783,0,1,4,175,47,18901
4784,0,1,2,55,51,8361
4785,1,1,3,90,57,22030
4786,0,1,2,35,54,20902
4787,1,1,2,100,57,19087
4788,0,1,3,50,44,22102
4789,1,1,3,65,42,20832
4790,1,1,4,35,33,22701
4791,1,1,4,50,54,20817
4792,1,1,4,75,52,8302
4793,1,1,3,35,46,20186
4794,1,1,2,35,45,20124
4795,1,1,3,160,37,20111
4796,0,1,5,50,42,8021
4797,0,1,2,35,47,7728
4798,1,1,2,35,40,21210
4799,0,1,3,70,56,8691
4800,1,0,2,35,33,22031
4801,1,1,2,35,69,22314
4802,1,1,4,170,52,20854
4803,1,1,3,35,75,8759
4804,1,1,3,35,58,19047
4805,1,1,2,175,50,21210
4806,0,1,6,35,38,8755
4807,1,1,2,90,38,8215
4808,1,1,3,70,57,8690
4809,0,1,4,35,50,22124
4810,0,1,4,60,48,18940
4811,1,1,3,35,56,20147
4812,1,1,3,175,53,21093
4813,1,1,2,150,47,18901
4814,1,1,1,90,66,22601
4815,1,1,4,80,49,19010
4816,0,1,3,55,35,20815
4817,1,1,1,175,46,19010
4818,1,1,1,35,51,22201
4819,1,1,2,90,70,8759
4820,0,0,2,35,78,22903
4821,1,1,2,35,51,21030
4822,0,1,1,35,75,22630
4823,1,1,5,70,56,22039
4824,1,1,2,35,44,22201
4825,1,1,1,35,56,20876
4826,0,1,3,35,41,21738
4827,0,1,4,35,69,21234
4828,1,1,2,35,68,22405
4829,1,1,2,35,72,22043
4830,0,0,3,50,53,20176
4831,1,1,6,35,46,8755
4832,1,1,3,175,65,8057
4833,1,1,4,145,53,20194
4834,1,1,1,60,40,22180
4835,0,0,1,35,54,8226
4836,0,1,1,35,54,20111
4837,1,1,2,65,59,8361
4838,1,1,2,35,43,8527
4839,1,1,4,90,48,22031
4840,1,0,3,60,46,23229
4841,1,1,2,55,74,8048
4842,0,1,3,35,57,8077
4843,1,1,2,45,58,7728
4844,0,1,3,45,48,22030
4845,1,1,4,35,36,22207
4846,1,0,1,75,36,20910
4847,0,1,1,55,33,18940
4848,0,1,2,90,46,21157
4849,1,0,2,45,32,20910
4850,1,1,4,55,45,8234
4851,1,1,2,40,44,20901
4852,1,0,1,35,77,8527
4853,1,1,2,70,53,8759
4854,1,1,5,35,54,8753
4855,0,1,2,90,40,8201
4856,0,1,3,160,44,22192
4857,0,1,3,175,58,20186
4858,1,1,2,50,63,20016
4859,1,1,5,80,48,20905
4860,1,1,2,35,54,23113
4861,1,0,1,35,78,19128
4862,0,1,5,35,39,21075
4863,1,1,3,35,32,19087
4864,1,1,2,35,43,8302
4865,0,1,6,35,42,19446
4866,0,1,3,35,55,22039
4867,0,1,4,165,37,20124
4868,1,1,2,35,62,8816
4869,0,1,3,35,39,21702
4870,1,1,2,80,45,19083
4871,0,1,3,35,45,20132
4872,1,1,2,35,67,22205
4873,0,1,4,35,81,8054
4874,1,1,2,35,40,21286
4875,0,1,4,175,59,21144
4876,0,1,4,35,67,8009
4877,1,1,2,35,43,22030
4878,1,1,2,35,60,20120
4879,0,1,2,35,42,20815
4880,0,1,2,70,68,21117
4881,1,1,2,35,48,8742
4882,1,0,4,160,55,8534
4883,1,1,2,35,40,20170
4884,0,1,1,35,69,21044
4885,0,1,1,35,76,8090
4886,0,1,2,135,38,20176
4887,0,0,1,35,32,22201
4888,1,1,6,50,38,21771
4889,1,1,4,175,40,8520
4890,1,1,4,35,62,20007
4891,0,1,2,45,78,19128
4892,1,1,3,175,43,22180
4893,1,1,2,35,41,7728
4894,1,1,2,175,55,22311
4895,1,1,4,105,86,18901
4896,0,1,4,85,27,8088
4897,0,1,3,35,45,18901
4898,1,1,6,45,43,8755
4899,1,1,3,35,57,21701
4900,0,1,3,90,54,21401
4901,0,1,3,100,62,19087
4902,0,1,2,35,55,7728
4903,0,1,3,50,46,20874
4904,1,1,6,35,45,19002
4905,0,1,2,35,80,21090
